time,width,height,weight,hp,strength,powers,protection
07:10,50,115,5410,211,2938,3439.604821120317,3333.296598056438
07:11,37,92,2078,603,6967,2932.032992908003,803.6378240778495
07:12,76,98,3987,946,10318,8007.466144514575,4931.408870689723
07:13,27,231,4278,735,7670,9181.404144395878,361.86567607330915
07:14,63,152,1605,593,6406,4387.098163291331,365.40538640870034
07:15,64,119,911,405,4732,1352.5877234328595,164.05036860665743
07:16,59,180,3998,403,4530,3781.371122070894,1005.1865110348556
07:17,27,206,2531,932,9796,6074.120883392421,1949.9260430667653
07:18,91,199,514,368,4632,4020.0942684061392,343.04656453305927
07:19,90,236,17620,955,10149,6547.418907157162,3598.157217130387
07:20,47,125,853,109,2074,803.578484838632,367.80080567251827
07:21,82,80,1140,895,9419,10666.401520148804,10615.641842363051
07:22,70,88,3767,844,9032,11659.185093055741,8905.2093554662
07:23,44,149,4117,353,4131,4738.932099255423,2171.8625338670026
07:24,32,130,363,628,7249,3113.420297974513,1555.7793799929768
07:25,38,93,2131,229,2516,3829.948642788653,1714.3442436802911
07:26,90,244,2731,938,9844,3339.5474731940703,594.2339001507779
07:27,77,173,10973,375,4546,6258.657036131188,3371.7736662511224
07:28,100,98,7075,261,2794,8351.924752762261,8278.578163985336
07:29,74,231,2766,326,4038,4119.404880694313,2.4124333727918477
07:30,86,239,13209,763,8246,15524.052444775749,12879.318160551742
07:31,42,85,2374,82,971,494.04697144775923,413.597009186194
07:32,67,91,6026,695,7396,5865.602149497359,2117.9897895865706
07:33,34,199,4236,970,10142,6884.494844170374,2485.54306496347
07:34,98,86,5434,155,1681,2289.0146523352855,660.6291777353018
07:35,29,122,3102,109,1760,1737.3118834911893,1404.6824954635283
07:36,39,188,4220,519,5318,4765.943685474751,3992.3995244938974
07:37,51,182,4148,768,8672,8231.067257235625,1849.3357345729894
07:38,75,150,10308,788,8303,14004.403276932844,12062.092306880399
07:39,45,126,1743,148,1739,2604.2854768701864,347.48069345923835
07:40,63,95,358,876,9712,4298.164020686952,4081.681029100551
07:41,28,146,1727,380,4507,3676.2724360924904,2577.42700821858
07:42,55,85,4517,670,7411,9603.23608374206,2665.5534250605174
07:43,60,249,10694,778,7859,15226.553294222724,2789.6398602769477
07:44,91,137,9501,570,5997,11643.268998779375,4438.916726932141
07:45,28,201,536,32,586,1034.1771617657264,54.69522418739886
07:46,69,88,3226,696,7146,2003.087499106772,1067.0035975957703
07:47,71,198,5648,329,3746,6164.162353720292,717.7158906102447
07:48,65,114,1606,970,9760,9311.865992424375,8444.000627707428
07:49,59,102,1357,896,9237,2155.7671955809788,282.3174120514653
07:50,44,232,9987,455,5240,7199.221016364124,3115.719933614055
07:51,26,194,1754,825,9196,1199.401868481982,746.149571668599
07:52,80,197,7217,252,3394,5893.072809072359,1666.1669465227653
07:53,75,167,2785,769,8286,8477.023481569502,7830.817937076923
07:54,45,90,1912,635,6775,7257.452736544301,1556.8422426708928
07:55,33,191,2604,786,8707,5520.461828853004,2699.230158078931
07:56,92,183,11931,395,4205,13683.229180594237,7388.985587186117
07:57,43,159,857,682,7422,6124.3936036439445,4896.44107187786
07:58,98,250,17414,647,7311,12320.191910363319,3565.2266443316785
07:59,43,213,8260,787,8248,11921.931856009227,1274.6758621346169
08:00,29,196,463,458,5566,3995.505449324876,205.2458562485311
08:01,46,106,2121,173,2036,1477.3312481407397,1170.1340398944656
08:02,59,209,8102,863,8945,7544.2028369701675,7042.575287041457
08:03,24,222,5165,958,10464,7474.58831143183,3920.5808646739933
08:04,29,187,4605,831,8330,2391.796906688996,2093.4176560017004
08:05,96,106,6699,937,10160,10907.598009591613,6029.72480435647
08:06,54,204,2439,889,9273,4590.487519806832,3240.0876874124583
08:07,94,227,14231,659,7004,14621.056179813191,6152.511798180348
08:08,38,183,5735,85,1588,7187.656439296337,2107.1880509095604
08:09,99,81,2257,519,5660,3744.3355649856235,1632.2611193693774
08:10,69,192,1594,121,1360,2858.21770902603,1092.666381876022
08:11,64,145,3449,358,4396,4985.544766790412,1889.3883824607606
08:12,50,201,3905,353,4050,1892.5452717615224,1052.6897259404966
08:13,54,229,599,509,5778,5334.959183263776,434.7582302505322
08:14,66,246,5013,942,9487,3123.3562313367484,850.1228680344914
08:15,53,131,2790,371,4259,5668.027507590914,2752.0233954225946
08:16,35,187,4834,931,9522,5767.018168438014,5114.293875664003
08:17,96,122,6678,252,2725,4562.795874315524,1531.9655715446297
08:18,89,250,4683,517,5912,4197.194747551198,1659.765309757804
08:19,51,80,1878,251,3250,3288.2126467865855,249.11583322504066
08:20,100,94,331,592,6543,5346.065198989204,1805.0688446040576
08:21,23,218,2482,99,1173,1729.2435664156994,155.33015795445496
08:22,53,135,6968,804,8550,10303.308544330283,8703.787232483313
08:23,61,158,9381,762,8539,14703.903862777055,871.6643746738087
08:24,27,161,3569,294,3458,4603.59187132241,2227.920721274343
08:25,73,124,4165,199,2550,3655.597162162806,2017.274821932876
08:26,35,152,3657,307,3977,3873.4500284227174,2366.7981051939873
08:27,56,151,844,110,1466,2258.9715417569296,982.4325315607166
08:28,37,128,234,736,7582,6118.733945196309,5369.83081293918
08:29,22,126,375,437,4955,1841.115286922579,564.9649030458977
08:30,89,87,7386,464,5273,4735.873636657879,1486.92818568868
08:31,70,236,9609,94,1274,5703.084533189076,1304.6402712313345
08:32,33,175,2070,309,3297,4674.532379408553,3712.7273808475506
08:33,71,204,11715,625,6292,11399.185870060517,2563.9220008534962
08:34,90,169,3710,104,1297,982.5416882966177,9.3655027335826
08:35,79,100,2458,778,8280,9065.67223937465,6386.385964293824
08:36,60,175,9542,658,6926,3937.1676473781627,1955.0248535927408
08:37,27,229,957,249,2912,2202.117021409776,1762.203850609792
08:38,36,182,1560,490,5827,4117.081042314195,291.75333160110534
08:39,46,205,2922,403,4044,2701.703533976725,1023.2785531804349
08:40,25,124,1154,878,8783,1520.907654791618,276.7630751586756
08:41,38,237,4166,956,10543,8614.526983370952,3969.370688478227
08:42,68,112,6349,113,1179,1392.5215769131341,640.7519966526603
08:43,95,161,14369,185,2472,14513.303536150297,11366.75658064885
08:44,86,92,6039,394,4082,5474.398949160387,2681.1257232142443
08:45,36,194,5969,83,1728,6890.136224021955,645.4319803998417
08:46,87,216,18764,147,2315,10320.460019738566,3010.6826733803373
08:47,58,120,459,234,2411,811.9132307621146,610.2656999059514
08:48,60,196,3586,274,3060,2823.9197424509994,2517.3567906341277
08:49,100,203,5264,719,8017,5281.65001399037,741.7255373343736
08:50,31,177,4262,429,4374,5333.014201419144,1294.4473946131018
08:51,52,171,4076,59,784,2533.8209885977712,159.08057758535114
08:52,70,94,246,481,5809,3272.209644127406,260.3212440260089
08:53,92,99,800,254,2564,1512.4271580928455,1221.6134901599844
08:54,26,191,4728,691,7598,9895.200336701688,8938.410239341287
08:55,75,99,257,354,3630,1066.7681218524688,78.50713987887623
08:56,33,148,1635,865,9328,1621.670233042943,534.8203062483291
08:57,46,159,4902,726,7555,9363.314616672433,66.70869299348405
08:58,67,197,11444,593,6922,11701.466169593576,3263.7670060635282
08:59,48,155,6235,490,4961,7780.165834604821,5186.21400808194
09:00,85,167,1850,232,2815,3434.6838823157195,2260.372574716838
09:01,95,221,14968,976,10651,14886.46107589217,2440.156072982515
09:02,93,188,12369,365,4461,9068.549945947509,6136.630612671401
09:03,71,227,15052,232,2438,5407.406551099249,4861.477765108433
09:04,84,154,4019,643,7028,8456.263680946171,3409.019378113068
09:05,57,152,1734,5,465,1530.893787920894,168.1470483133755
09:06,78,212,7333,511,5955,7337.49676226209,588.8882634378426
09:07,46,170,3017,382,4800,3137.162467311886,1377.9243106211009
09:08,98,153,1836,81,1755,1256.1059137773414,40.20006742779367
09:09,89,226,4815,870,9324,7009.93293747568,2750.7235615452005
09:10,93,90,2611,483,4930,2874.37112841118,698.7211410591192
09:11,97,233,4431,545,6233,6191.929885885349,426.4411986112383
09:12,46,237,10179,910,9112,14023.215345863493,7507.285819637612
09:13,60,187,2437,11,421,2130.740654727275,1622.189633753874
09:14,35,131,1236,747,8373,5350.281037477318,3891.28485522769
09:15,92,178,12213,926,10088,13078.989220178853,3343.728605291493
09:16,37,116,462,526,5531,2223.778016754979,1396.5120693185047
09:17,65,223,2336,246,3226,1925.9416548438114,1572.738627020003
09:18,84,128,5701,509,5620,8101.926525362145,2878.7542785912815
09:19,72,86,1370,867,8836,8286.511222331172,3558.610430338242
09:20,64,244,10892,474,4829,7209.883726679689,5393.315716779019
09:21,70,204,339,442,5271,5794.318907067442,1486.391978751991
09:22,32,135,550,761,7818,1788.9563724499496,1626.0034034232874
09:23,52,120,4113,36,1292,2605.1905670335996,1933.1644699992398
09:24,59,91,4401,433,4435,1990.1799617336455,1689.9287930364058
09:25,74,164,1371,403,4960,3623.1418240893126,2235.0332796900257
09:26,82,148,9053,557,6106,4850.338726092562,2142.843300531869
09:27,88,186,4072,332,3699,3322.952468059249,762.5748599162351
09:28,82,141,3287,343,4262,4667.545832363388,1492.0273727246968
09:29,65,164,6608,628,6365,8056.110648122232,5032.3227035409445
09:30,72,240,13629,188,2005,12578.593827159162,3619.9033485782593
09:31,58,89,4539,159,1874,2164.347329061356,38.60719926322483
09:32,55,190,3969,772,8690,5924.3025267481535,4543.875322876702
09:33,84,136,3876,726,7933,8288.373671106969,1390.2234188379175
09:34,72,195,12152,112,1179,3441.2490882083102,2029.3771269440597
09:35,73,212,13796,463,5294,10344.32332044004,9507.913618118784
09:36,94,83,5069,451,5343,3798.6322514342546,127.30487519218163
09:37,23,223,947,219,3024,1688.353807767507,1100.366915294401
09:38,25,113,1925,511,5285,2146.1274472918353,787.386586938768
09:39,95,163,7057,54,775,5220.79734427183,2778.073546674649
09:40,80,130,1743,622,6250,5737.841976556243,3588.0103445929226
09:41,31,222,2490,171,2337,2300.442983049749,1137.414168779384
09:42,77,193,1602,853,8743,3499.726388447786,1642.4850196897623
09:43,81,244,13747,602,6985,13183.851487030513,6733.1849008014515
09:44,29,175,2453,507,5534,3580.697064461161,1395.374660012341
09:45,80,228,2391,505,5124,2442.354564814702,2319.4019193948257
09:46,93,228,16895,115,1505,13435.1272646637,13334.826521437843
09:47,76,155,6905,278,3470,7734.5391735808225,6174.493341138977
09:48,54,245,9056,319,3835,5212.871475960199,3612.6739946845582
09:49,35,157,5325,66,695,3251.569299354847,2890.96334842967
09:50,57,238,1918,934,9596,9069.762210764642,8416.60209290194
09:51,97,93,5668,792,8550,3719.826910124604,1711.2893654414313
09:52,47,140,834,949,10184,1836.2212311616586,1544.9153308987586
09:53,96,101,247,700,7180,7734.77796004387,7495.057586078432
09:54,39,122,1590,490,5845,1075.6255390267481,390.5823430352065
09:55,81,121,2907,601,6619,2110.001437330282,93.83227757488754
09:56,95,111,6934,146,2326,3693.70394759364,3617.6910983514176
09:57,73,200,9443,183,2574,7554.203139520055,269.36916709168077
09:58,43,188,2589,698,7926,6039.043568909348,4617.335346913581
09:59,62,120,1514,555,5832,3949.450310290165,172.46834669853462
10:00,40,111,780,234,2473,1282.0432659802896,169.48214582957468
10:01,48,231,10873,654,6892,8665.64563488848,5764.441479099279
10:02,87,210,17542,320,3907,15736.273357453972,9918.329375321126
10:03,86,127,6848,135,1976,5922.7789992312955,3933.356973268656
10:04,57,247,329,718,7961,6109.193629198213,229.3553852274577
10:05,82,83,5725,427,4854,8654.448528958876,6886.4054734548845
10:06,52,225,4831,276,2920,2227.750468010121,681.2992067343046
10:07,55,189,9467,368,4365,8708.46939359884,3007.2510098854186
10:08,50,131,6204,611,6898,7253.275789770712,959.0227072171441
10:09,54,137,5733,381,3840,7678.755202495542,208.9925285652367
10:10,68,90,2550,402,4145,6169.756773703773,1684.40424423552
10:11,27,246,5174,555,6127,6854.53732251302,2520.155507221547
10:12,80,120,2752,541,5974,5623.1907011655685,2423.5123731287113
10:13,41,85,642,680,7519,7306.878568453439,5053.4688206001
10:14,42,160,2054,950,10424,12422.620450604229,6963.0520749616535
10:15,26,150,810,800,8806,2573.9668125428725,531.4649581216323
10:16,96,83,1437,200,2962,2016.2871956317615,339.21635713414855
10:17,83,220,6955,210,2335,4835.132053465243,1797.4564506590928
10:18,37,179,355,779,8740,6554.54114864422,4459.416694241739
10:19,30,245,4851,108,1263,3574.5277056840423,2840.8797900378554
10:20,66,175,5009,310,3608,3573.0922958261285,948.4229812983756
10:21,86,242,6247,752,7660,6883.625011494056,186.25822896618612
10:22,79,157,2779,339,4001,5263.333566250914,2034.3194172621018
10:23,96,214,7913,891,9259,9845.98514231883,8698.281053783723
10:24,84,236,9967,422,4352,7146.622667251235,5812.483441096058
10:25,25,225,1141,159,2436,3087.600781789115,2977.2504370557617
10:26,55,138,5249,592,6414,7929.616552299061,7152.49320637509
10:27,75,219,9195,95,1369,6646.828096735444,3297.8880037080985
10:28,86,104,6187,456,4695,3405.6989645516323,2454.293265881015
10:29,37,80,1158,284,3361,3487.503179098344,1607.8099338577133
10:30,27,103,2256,777,8576,5773.700210779736,2722.6179297741473
10:31,69,248,12565,806,8807,10734.120677020152,2901.8166249472765
10:32,65,143,880,745,7982,5807.894544919819,3093.1032036121114
10:33,26,225,1509,2,555,696.2669041652151,281.83757525228043
10:34,86,231,3824,251,3400,2889.6199366938567,496.53089033780407
10:35,51,225,1237,932,10055,1323.0054153274277,1108.1892300625286
10:36,77,241,16227,293,3315,16852.73933726518,13671.029734181846
10:37,74,184,9461,981,10247,13419.346818092736,6332.683300540926
10:38,47,200,5702,145,2075,774.324404361329,209.91869023475664
10:39,33,236,4623,824,8296,8179.438705496038,5196.748705685969
10:40,49,152,7065,610,6787,5033.4037266168025,1990.7473440245153
10:41,37,159,3737,202,2571,5157.787811647008,2875.496375185966
10:42,46,177,5257,315,3889,5510.140408741885,523.2760458918538
10:43,41,114,1070,897,9743,2326.12829986591,124.10013101651525
10:44,57,218,529,360,3661,1402.6019970079838,1355.697791427923
10:45,24,183,2841,339,3640,3612.1172452410115,3482.4372905961086
10:46,97,233,17463,710,7190,15719.226633943428,7530.426646647244
10:47,47,153,6198,103,1956,3069.7445596122375,42.23874613059491
10:48,21,100,970,52,1423,1609.8084778569332,857.2829354767329
10:49,65,135,627,47,1036,1568.8553690392455,790.5651636323043
10:50,23,124,1582,701,7050,4597.200990021571,87.29966850399646
10:51,82,133,10632,879,9575,18217.19368862927,3997.483234061675
10:52,53,81,3222,729,8258,5856.211988134158,3798.197537377419
10:53,35,192,2624,888,8892,5691.140133138395,2340.105623679604
10:54,20,183,906,841,8412,1613.288402355006,643.0526039576467
10:55,72,126,3901,556,6444,7208.3295173404495,7167.269978462536
10:56,96,121,11099,242,2830,10988.868959111282,1265.5821155023998
10:57,87,103,8696,751,8363,5127.542973824155,2580.832646177778
10:58,43,98,2162,23,279,1430.5872549368005,1300.0199049197079
10:59,62,247,5370,193,2678,4246.806869909669,3589.965031549013
11:00,67,173,3248,426,5120,5078.899472627945,1647.5201714003795
11:01,43,195,7384,311,4047,7234.3591610437,1308.8589174400263
11:02,46,174,6576,551,5870,7016.04454423828,3678.9853835470417
11:03,54,153,5454,800,8303,2261.2966854760266,1191.881886301651
11:04,27,204,3437,710,7803,3239.2387545592514,841.8470044610477
11:05,64,90,1994,290,2930,2579.034108969641,2027.108542167378
11:06,82,187,6793,27,516,4701.016508377476,2227.4205074963425
11:07,98,219,8846,560,6271,13535.115818787719,3246.6039331647094
11:08,72,82,248,843,8815,4317.283742052275,1385.897226675182
11:09,94,236,5339,685,7287,11290.83794856288,4363.667085940003
11:10,41,128,2918,90,1044,2876.771063049945,75.75289950714028
11:11,63,156,8088,593,6410,11594.37276444581,315.8526609791682
11:12,59,216,5769,602,6883,7236.945782242229,4612.797511081908
11:13,69,240,5728,114,1502,5334.208756744802,5089.390351467923
11:14,40,146,2020,293,3458,3331.9602727750657,2761.149422498781
11:15,58,227,3344,588,6857,9324.896382623177,1290.8108637032474
11:16,98,149,9394,161,2214,10278.985291593784,761.8847237384543
11:17,92,117,2412,669,7016,5721.39805713683,2117.3137306595804
11:18,63,178,9865,399,4284,11234.347279255831,4233.868612756934
11:19,33,171,806,714,7614,2510.764849935749,267.16692891408854
11:20,27,140,1706,657,7466,6084.900303579725,4804.861648128646
11:21,35,107,842,840,8793,5222.203687872333,1582.464134929501
11:22,70,235,3256,933,10061,6514.7015692052555,3241.0045757122216
11:23,43,167,535,374,4256,957.9697142763654,22.687162449733602
11:24,68,197,11193,997,10585,16203.091883882083,291.02403799714796
11:25,81,93,1490,304,3772,2341.3266820460453,2053.4877504792207
11:26,96,120,5539,189,2405,3987.063814058025,809.4963676798717
11:27,77,151,10022,275,2798,6490.058403875195,4410.800189860859
11:28,62,197,3743,670,7079,1834.8029871229814,1564.462329475103
11:29,97,174,5656,872,8772,10511.702478686575,5572.473957570022
11:30,87,171,4169,475,5583,6368.192158468712,2863.7298383520942
11:31,82,221,15423,831,9224,15684.727026953602,4848.665315446663
11:32,31,184,519,537,5791,4823.444975509769,844.2387335045012
11:33,65,108,7001,433,4331,5574.745542980359,3566.875112873404
11:34,31,196,4517,392,4895,6802.747134855987,6773.603347460703
11:35,78,243,14446,583,6003,7613.108156603144,1219.2189800256108
11:36,90,172,11335,768,7738,13435.548328244853,4396.375437463785
11:37,81,172,2272,139,1844,1501.956871711561,23.788286985440298
11:38,39,231,2018,309,3589,5389.084198902514,170.52806646133135
11:39,96,145,522,752,7923,2598.8627021957413,2411.017683968406
11:40,27,177,2712,889,9584,12285.233204177413,7589.576321611939
11:41,35,181,1215,700,7178,4342.745583151736,2036.3453382296743
11:42,35,94,445,564,6129,2031.9818644121967,1130.0929049781143
11:43,82,162,12483,538,5394,11334.191270528521,1793.3225823399107
11:44,39,197,6898,580,6736,5887.845703251415,5669.434583275932
11:45,38,222,977,998,9987,10637.79741647405,7150.675242815965
11:46,94,174,9413,715,7759,11055.339519490197,10942.166234757826
11:47,77,134,2375,429,4721,5629.764788231001,4696.530165377992
11:48,59,124,4958,323,3934,2914.827429627291,1884.7453929002068
11:49,97,111,9152,241,3252,3949.1929120934087,786.1166267384817
11:50,98,119,9315,729,7775,13866.602889407659,4640.6039842706205
11:51,74,191,5743,780,8660,5021.9559764329615,3975.674369234516
11:52,86,105,3782,941,10268,6619.032865283658,4037.387812305642
11:53,84,170,13281,767,7739,10250.30565181805,8470.357142491659
11:54,27,221,2407,419,4655,4573.290522309489,4084.8328767638095
11:55,75,148,3450,972,10273,2710.4332013042713,2021.0784352697
11:56,84,231,8899,603,6912,4934.780474763324,2593.1632103871016
11:57,79,158,9842,823,8269,5204.386187445016,938.9851726861204
11:58,45,89,300,22,522,749.5551119728689,569.8100991845001
11:59,80,195,10763,720,7833,10590.090029528501,8571.154968109273
12:00,27,213,1928,279,2980,1610.0697921135459,995.7772958564875
12:01,42,217,2957,294,3477,2608.19048780199,1511.5285451452394
12:02,38,158,380,926,9346,5650.320222110165,2425.529331668967
12:03,71,194,5825,445,4700,2414.1501781632387,2197.6849422763776
12:04,20,166,2358,455,4624,5614.213200375216,2876.5061400428326
12:05,28,241,5110,280,3342,3996.647150345982,901.0853077210609
12:06,37,182,3499,668,6755,10270.360811310806,5548.353837988682
12:07,91,159,12408,50,1187,11916.031491351876,8067.085821538246
12:08,38,206,1331,347,4237,3578.8050703278177,338.1612228400926
12:09,72,81,2037,104,1681,1155.137564899733,829.5615024393137
12:10,77,81,3039,917,9412,9736.796484587614,7873.109624203676
12:11,79,225,15963,956,10514,12742.330033075576,10385.020537415503
12:12,53,231,9941,490,5004,14719.671791698847,1647.393785197718
12:13,52,226,380,374,4063,4345.7835870653,3042.7259298675544
12:14,36,200,4502,432,4948,4142.6904165251735,1803.0096939594237
12:15,49,195,7569,745,7698,6083.435786898387,5310.3097266072855
12:16,98,200,15143,134,1801,2451.7359729377768,2216.278493884238
12:17,42,223,7502,132,1778,3888.399351571769,2750.020336094677
12:18,89,239,14423,549,5690,8524.021110029276,3506.8204693206108
12:19,52,191,1286,390,4671,964.1488305089027,668.5865262437449
12:20,93,207,12239,270,2816,2817.3193422277764,2439.953316928203
12:21,88,199,4439,120,1783,2755.2698598609804,2108.92668344174
12:22,84,185,11151,237,2996,6403.3263002190415,2250.245121675483
12:23,93,165,7294,293,3564,4297.594899124157,683.2136741093116
12:24,26,229,5436,425,4512,3016.3974603300003,289.48406536045576
12:25,42,164,2117,540,5732,5687.0355327554635,1608.6168310843918
12:26,80,88,6797,570,6330,11389.880739207441,10713.677544446327
12:27,75,227,9455,49,1114,5896.859053357062,2803.2620352816157
12:28,49,206,3897,269,3561,6451.86904444896,664.3152698177588
12:29,83,222,787,130,2064,1498.2464700254486,3.6830407793249225
12:30,55,223,11980,649,7455,9235.5808746468,1292.2418369197062
12:31,93,207,969,612,6312,2863.3810633716084,2294.8547714113092
12:32,90,110,6579,303,3197,5974.97737847574,2440.1248639806436
12:33,73,228,1177,465,5202,4355.685579561885,3217.492299355622
12:34,72,101,4116,154,2492,2951.258198360913,2299.2346346620293
12:35,83,236,4955,811,8383,8841.339018660161,4740.420315398389
12:36,51,211,10578,11,868,6709.151241208833,5440.588287437278
12:37,97,235,13774,787,8797,20783.129891917113,4534.177323742835
12:38,39,244,6015,775,8508,6178.611698188342,1928.7959229968096
12:39,63,196,372,934,9759,9176.257017672997,8620.688760327019
12:40,72,200,10235,584,6052,3562.402460022732,3440.8195279888537
12:41,68,244,12116,640,6912,6020.263031914024,3809.5315902027774
12:42,94,172,15922,295,3399,11397.14422714112,4618.961046094916
12:43,77,222,5018,639,6906,8305.39801905805,7688.0501975972575
12:44,79,232,16373,330,3535,17630.324642057512,325.0302392829588
12:45,51,225,5278,609,6756,4322.404274900719,3977.789941650548
12:46,71,212,8739,169,2366,9581.902730373698,2408.6834619325277
12:47,82,97,1955,570,5988,4362.738274622185,2919.040365634911
12:48,98,178,7644,14,1051,3979.0542786403257,167.83413678766638
12:49,40,181,498,237,2783,1249.0279973007587,1012.51009178577
12:50,95,110,8960,609,6577,9235.628757177463,6688.464468238657
12:51,70,247,16403,585,6119,13660.822639574504,693.8495719607718
12:52,47,194,7915,712,7842,7041.402908228634,5672.7524648717
12:53,36,104,2945,885,9663,2483.073110175148,2220.366826493501
12:54,44,166,3415,391,4511,6639.9478515652445,6005.050593941099
12:55,77,87,4780,297,3142,2838.788835656864,1490.180302549275
12:56,97,129,606,135,1899,1932.9506957132467,408.1871192682296
12:57,81,140,7673,873,9405,12868.627242959905,6431.685534151584
12:58,28,185,396,996,10463,6447.197056530848,2612.629954145611
12:59,84,237,9678,449,5372,1635.9686325225757,620.9950943680449
13:00,82,180,9395,416,4996,3996.8248427119615,2298.81957693059
13:01,79,131,8303,590,6071,10074.539762027087,2067.590663709359
13:02,24,208,580,48,1177,1343.9628722004086,237.69191975162218
13:03,65,183,10974,858,9340,11157.282379609253,7200.63819396888
13:04,73,169,835,481,5268,4391.460685843065,264.25939622837075
13:05,78,156,11922,956,10078,9515.186640572017,2155.9169073100475
13:06,92,145,4386,982,10538,14253.343962410634,8339.429483729404
13:07,23,192,442,35,975,590.6356095432473,127.1329061824907
13:08,21,145,1100,800,8059,3178.597646126194,2861.5561271816086
13:09,52,182,3717,196,2531,5995.389199404429,2269.0931768934206
13:10,80,246,10181,469,4756,12078.815317439588,2439.4445986451424
13:11,39,94,3288,807,8126,3547.6369965040244,2378.410462332343
13:12,86,100,234,146,2056,525.6895360288206,282.8810704147674
13:13,37,171,2226,960,10192,9692.052140726917,4849.059489281226
13:14,84,91,2871,933,10079,8617.789533509902,338.5885122967743
13:15,35,161,4816,779,7941,11127.152341060735,7771.273290992027
13:16,96,216,4449,404,4879,4592.624392489549,346.6252668322027
13:17,52,115,2789,841,8499,2593.476057512212,2535.8426066181714
13:18,27,215,4684,732,7429,6726.773965171401,6403.288574289387
13:19,86,195,6170,759,8590,6452.71348135721,6182.3074801880375
13:20,80,99,3707,517,5797,6852.668228821756,3575.702042814797
13:21,50,163,7354,923,9650,10483.413380013902,8985.46282819459
13:22,63,202,6321,21,212,5993.263125288491,2459.7385024562395
13:23,44,96,3525,265,3125,4939.816853223974,1221.9833060956148
13:24,63,161,6332,793,8839,12879.564090713837,5197.164439971228
13:25,100,109,5075,297,3372,5299.415059715045,1199.043233039851
13:26,73,113,1503,360,4234,2999.5180979070687,500.70047275831274
13:27,96,203,3276,361,4298,4014.695058710447,278.19956463502416
13:28,69,120,4457,644,7173,5287.247913970228,3216.4373845990804
13:29,55,186,1551,826,9062,7018.076057126217,783.6436367965937
13:30,56,150,8244,675,6906,9376.092002001875,1172.9313282327453
13:31,42,195,2053,238,2457,3336.201498854665,1255.6501870896288
13:32,93,102,573,804,8224,5357.25317866295,3938.7363148421045
13:33,51,97,1291,504,5315,3003.2348421243514,405.10797214198374
13:34,47,128,2773,344,4379,5656.448977427517,4468.82884420877
13:35,71,149,2629,848,8619,3614.649867776835,1234.177538632725
13:36,43,201,4079,24,1068,2695.9346972566977,1172.2259947071573
13:37,82,229,11226,704,7534,11760.647936809577,1135.8232578791021
13:38,69,172,1195,971,10267,4098.151067934616,2722.7027733037817
13:39,65,174,4010,209,2812,3953.542547339044,3357.838617580364
13:40,34,175,3801,813,9007,11140.02326078708,7005.737995866347
13:41,41,144,1423,325,4054,4932.985289696238,4904.215245517295
13:42,27,217,2148,912,10014,6957.141385922605,5615.654263169086
13:43,49,227,2681,795,8450,6945.184171449892,1237.395366576048
13:44,99,105,352,955,10088,2062.087493606323,1857.513570610943
13:45,22,237,2784,470,4940,3370.7243673460734,192.8821102629081
13:46,62,236,5267,553,6486,5115.49535946724,4996.363718384995
13:47,22,96,651,146,1949,622.8572868015474,504.18265877904844
13:48,54,245,12910,152,1786,3145.4038053009017,1590.015010441008
13:49,54,190,6260,89,1400,6123.204983891464,4680.345819071357
13:50,75,157,9856,250,3421,10505.777855772189,8230.159489373233
13:51,93,147,2497,780,8671,6576.2876921118495,4429.508133959063
13:52,24,171,2366,697,7728,3268.5264029540663,386.4741930116275
13:53,27,112,1676,364,4356,3573.92013718858,2599.1975139722535
13:54,96,241,4255,26,1194,1819.640761743232,1362.1032587424531
13:55,71,147,2070,420,4892,3976.399078765561,1234.2118672853233
13:56,97,181,9885,20,798,6103.5626142206,479.0569427393801
13:57,47,163,4349,669,6957,3380.6291407613244,2434.2983519940894
13:58,80,138,7682,885,9571,7046.788065346911,6751.276848755254
13:59,54,180,6436,53,746,4625.062375055485,2280.7846333919006
14:00,64,84,1873,977,10415,8076.207703164817,3113.050753465029
14:01,73,207,10962,323,3535,12102.066578780492,7310.089468756167
14:02,75,215,9288,39,774,1858.172895126092,1187.2964606894982
14:03,74,169,8854,298,3528,10967.102228311742,7820.651047307143
14:04,40,80,3163,610,6850,3119.224001255289,2501.6211191026987
14:05,61,98,876,994,10825,10443.348480472261,8795.293304013183
14:06,99,93,6475,79,1633,3795.893884579272,2457.728207226637
14:07,53,220,4370,860,8950,5018.614061262468,3062.4975332042386
14:08,40,87,582,521,6107,6653.202827623352,3868.3857248530458
14:09,36,143,4768,507,6036,4090.093489705986,2866.6233097834715
14:10,35,131,1601,337,3896,3485.501768444373,2275.791656017985
14:11,31,159,332,864,9419,9855.77976674888,4402.296462030004
14:12,21,185,521,421,4802,2825.014643606389,267.5978090373479
14:13,69,92,5639,812,8246,10036.837192070434,888.2060565012104
14:14,99,139,9989,712,7871,1466.2625026930289,1295.228375340534
14:15,69,116,5154,129,2216,2597.01810032089,591.0620230809611
14:16,47,211,8279,584,6144,5124.079795416512,4566.887509467759
14:17,67,96,6122,714,7523,7687.147493426832,4449.167579664023
14:18,47,211,4301,86,1355,2594.4945313359067,1702.5555718020153
14:19,97,225,20891,584,6386,23497.604754786473,12.416008931130374
14:20,36,158,770,284,3808,1713.7548685974948,1067.7182379847611
