time,width,height,weight,hp,strength,powers
09:39,88,126,8660,146,1639,7139.1043261683735
09:40,20,184,2107,955,10538,9976.361221086354
09:41,26,201,944,816,8793,5828.616263795711
09:42,84,244,8696,385,4447,9394.386240562126
09:43,33,214,4961,820,8466,11033.754046371483
09:44,64,122,3773,883,9663,11587.422581386469
09:45,71,89,4255,874,9729,6124.046795734209
09:46,88,116,7496,927,9849,7927.958012318708
09:47,73,112,282,884,9270,3746.237792787897
09:48,38,95,681,272,2758,1777.331741488139
09:49,91,221,10241,899,9903,8530.265017892732
09:50,49,227,4992,482,5333,2253.4577549253045
09:51,51,189,7405,983,10406,6273.299971160675
09:52,76,210,892,742,7476,6157.065284963504
09:53,34,198,3886,251,3284,2214.290593135942
09:54,32,135,3348,400,4113,7335.640439524212
09:55,92,200,5819,428,4868,5260.266472814794
09:56,60,236,5620,915,9366,7804.264791744239
09:57,24,220,2800,387,4158,4008.1867631326777
09:58,93,246,15165,95,1650,13923.389051081365
09:59,88,159,3479,947,9651,12252.522901687771
10:00,57,185,5916,337,4047,8784.637975942802
10:01,55,123,5121,745,7764,10248.842096835519
10:02,24,133,2129,442,5117,1811.1461653226042
10:03,46,216,4082,998,10893,10681.75612348728
10:04,36,212,1834,938,10257,2243.8325520505177
10:05,56,185,5062,163,2372,5181.656441961991
10:06,22,214,676,116,1246,1595.8832252961076
10:07,51,162,6668,583,6417,13287.345252419655
10:08,40,102,1477,906,9441,8056.668645753662
10:09,99,146,12767,924,9993,15245.496104899757
10:10,59,80,2501,36,1331,1203.3235507038048
10:11,74,181,9015,66,757,2033.680508815425
10:12,34,212,5529,880,9747,11208.63316646527
10:13,68,156,7475,363,4555,2060.8349527619907
10:14,75,179,9357,316,3456,3271.749565019032
10:15,28,207,1870,791,8668,8589.40365674391
10:16,30,113,1633,42,873,466.68748455589156
10:17,60,170,2056,123,2091,1630.2665105128676
10:18,93,200,15852,717,7270,17729.047932829435
10:19,67,131,8738,874,9315,7229.94670439115
10:20,35,184,3540,138,1656,3672.0581007174396
10:21,75,166,7488,641,7093,3740.586887489302
10:22,89,238,3583,57,1170,1389.8899117359324
10:23,98,195,17193,743,8412,10086.997413331632
10:24,63,233,12299,306,3070,10583.430623029783
10:25,91,206,16722,951,10366,7039.062149520463
10:26,50,234,3926,590,6081,5498.236400391489
10:27,94,197,12043,143,1589,8957.642071270266
10:28,22,139,1722,636,6756,5653.395003744677
10:29,72,159,2507,249,3020,2604.2858587650226
10:30,63,133,4243,819,9147,12759.881475455288
10:31,94,119,3333,587,6307,6063.147816066734
10:32,59,174,2014,149,1609,658.3342654111347
10:33,94,116,5903,202,3012,5809.763867923691
10:34,64,139,6725,125,1254,453.2441386036961
10:35,59,186,6222,898,9934,7425.872280025884
10:36,91,130,1885,287,2968,3335.64572650459
10:37,57,112,4131,468,5173,2580.01336781073
10:38,54,175,2156,163,2521,2574.0597259393817
10:39,70,170,11008,728,7946,8106.346564060659
10:40,71,195,11013,664,6980,8625.761888092475
10:41,81,231,8917,218,2312,2054.243489557974
10:42,68,176,6469,982,10428,11434.807399420351
10:43,90,157,9441,600,6846,1718.664581329101
10:44,56,206,5832,692,7871,6525.328201056631
10:45,60,208,6467,105,1907,6258.329208097097
10:46,40,140,3566,877,9631,7957.549261293005
10:47,34,226,4667,225,2361,3357.019756769152
10:48,72,139,2252,10,731,1816.9004319965236
10:49,24,213,3301,215,2545,3885.8635379114203
10:50,24,223,4007,496,4968,3210.5180763898306
10:51,27,100,1346,6,553,460.2523221124528
10:52,44,154,5773,77,1637,6347.5571410867105
10:53,78,154,5279,739,7579,4021.5473079610897
10:54,24,106,879,456,4924,2775.876948758945
10:55,55,103,1895,991,10227,1347.132972558046
10:56,100,219,3360,171,2216,2179.539826501881
10:57,26,250,1699,215,2329,1392.240305409071
10:58,77,183,12597,16,759,2451.4004940831564
10:59,22,215,3184,169,2572,2687.6782137086225
11:00,53,212,7058,803,8943,14031.850276520854
11:01,68,190,565,927,9969,3664.1096918667718
11:02,96,242,18579,448,4523,6873.608182515235
11:03,36,232,6953,215,2586,6302.692065028224
11:04,25,90,1621,531,5344,3454.69718092615
11:05,67,196,5497,126,1587,6449.141436970026
11:06,82,234,420,63,966,267.22654734004607
11:07,63,234,301,26,751,531.3249748755603
11:08,65,198,10359,891,9486,11504.047858156584
11:09,34,164,1381,88,955,809.1876613515938
11:10,86,119,8630,250,2835,8234.628944880511
11:11,84,225,2854,467,5054,3898.262684988412
11:12,64,108,2573,960,10375,1705.545334612106
11:13,100,138,4825,778,8671,6569.540932278
11:14,78,220,8568,955,9785,11505.361821862902
11:15,62,109,1075,953,10509,2561.373809999341
11:16,73,240,12631,943,10192,5040.242170100652
11:17,70,92,5933,720,7909,12885.1739881755
11:18,73,129,8443,543,5438,951.6128449957691
11:19,48,164,7826,50,913,4252.178148246223
11:20,98,230,14214,900,9716,18777.212842795452
11:21,56,119,4452,414,4155,4625.098970115292
11:22,33,123,2089,255,3016,4205.562144939173
11:23,35,99,2025,358,4513,2587.4405281124386
11:24,78,160,7498,181,2022,3203.7222114000733
11:25,51,88,2814,642,7383,6126.985904034401
11:26,68,239,8871,704,7074,10750.647104078551
11:27,56,228,7484,1000,10873,12897.055174894616
11:28,61,207,875,888,9657,973.3562251074943
11:29,28,226,3978,20,1183,2189.101159600859
11:30,97,152,14211,759,7907,9974.863437828124
11:31,67,206,12351,389,4566,11628.633225572918
11:32,27,174,2915,870,9254,4825.202682591367
11:33,50,149,597,491,5283,2370.1387219555063
11:34,89,89,3928,239,3104,1426.3142961818567
11:35,56,112,4853,421,4434,4089.112934836767
11:36,42,101,4226,648,6947,3976.8714072967914
11:37,92,174,7591,706,8048,7000.396813219919
11:38,35,95,1328,88,1070,1342.9000566591644
11:39,97,224,14576,274,3240,7561.744363471455
11:40,48,195,8241,926,9829,15945.808640303574
11:41,20,144,1765,321,3365,4573.367160352597
11:42,35,158,200,977,9927,4828.777117833871
11:43,76,109,1112,319,3484,3753.345367395291
11:44,63,152,380,543,6014,3942.180164356394
11:45,99,108,4325,676,7359,10206.21836952584
11:46,20,214,623,514,5666,1816.42363972687
11:47,35,178,721,228,2551,1309.2834197846628
11:48,24,201,747,602,6302,3282.5528233911646
11:49,28,175,3906,484,5671,7461.282952372754
11:50,81,239,7477,46,1227,1920.4186209514703
11:51,58,207,11999,504,5498,8516.280330122736
11:52,45,122,2114,62,1520,2340.7399707814316
11:53,30,155,3633,96,1642,3312.9175054733714
11:54,29,85,1623,544,6298,3625.177325219562
11:55,74,179,8313,158,1763,2901.019495547437
11:56,97,143,2051,449,5191,3674.4269528111327
11:57,39,204,2883,870,8871,8959.366375340036
11:58,50,147,5983,329,3321,3437.1335267208456
11:59,45,80,2381,619,6899,2759.2268800393626
12:00,60,175,3490,247,3105,3517.1515337900423
12:01,89,131,3724,516,5995,5182.265211927253
12:02,37,149,2359,909,9733,11370.586936308837
12:03,59,144,2458,456,5543,6954.0372400400865
12:04,35,127,3384,387,4362,3783.705167007082
12:05,50,174,3586,393,4688,6178.492114636847
12:06,75,235,13255,699,7463,6372.584279499918
12:07,41,181,3219,710,7790,3403.68094588945
12:08,61,165,1239,517,5820,5986.193236776394
12:09,39,180,7007,168,2076,5238.433022586485
12:10,64,250,8853,833,8977,12356.12912493946
12:11,39,194,1989,621,6247,2028.5217139124984
12:12,31,214,4191,293,3614,5077.861652324961
12:13,80,96,3261,174,1879,812.2726162392801
12:14,99,106,2204,383,4355,1848.528507537735
12:15,37,194,772,656,7288,2031.326823598368
12:16,20,238,3262,56,574,1845.8756069858794
12:17,40,187,2716,245,3440,5786.655426499295
12:18,86,188,15195,665,6744,4009.0625626974825
12:19,35,247,4624,16,390,5051.456856839917
12:20,58,115,1484,107,1290,1414.5983689951074
12:21,91,212,6651,779,8158,4619.615275242463
12:22,89,90,2208,661,6700,4973.56958020889
12:23,27,125,703,118,1480,1773.075369724339
12:24,30,140,1847,325,3875,651.1483827382142
12:25,61,164,3874,889,9792,9851.329350574239
12:26,54,130,1639,752,7587,5274.485394525696
12:27,50,80,3917,684,6947,7401.01117471674
12:28,98,95,7908,500,5286,4565.8344751060795
12:29,84,188,6895,397,4217,4902.613817392785
12:30,57,136,3467,696,7790,2285.2969733938758
12:31,93,137,11200,422,4422,7078.847874799694
12:32,95,246,7994,962,9721,6578.38604702055
12:33,96,211,18131,152,2092,11401.82118029365
12:34,58,177,9143,248,2737,6219.256596351714
12:35,70,171,2238,268,3467,2749.9602453249354
12:36,39,112,3345,533,5803,7487.039992691949
12:37,62,119,5110,496,5900,3074.874649984582
12:38,25,202,4371,523,5664,3235.378099544644
12:39,86,166,10899,116,1458,7463.44224196925
12:40,26,122,665,725,7658,1460.8755871661544
12:41,34,92,1046,948,10378,8451.158101592668
12:42,50,140,6394,516,5940,8429.273089486816
12:43,41,169,4043,476,5076,2617.9598715996167
12:44,26,247,4666,911,9582,8391.694082373253
12:45,95,195,13348,756,7920,7362.902055337983
12:46,27,206,527,826,9141,2211.979052048658
12:47,71,187,3973,2,925,3004.702968608597
12:48,69,183,8107,846,8553,11317.376406088399
12:49,49,84,2253,807,8894,5631.6824811718825
12:50,39,242,7689,466,5275,9179.779385777274
12:51,82,173,8845,380,4632,11043.091345963025
12:52,63,149,7384,407,4705,3137.4359693963042
12:53,59,142,510,215,2418,2727.3961263700335
12:54,40,213,7086,511,6000,9858.722202943945
12:55,39,169,915,415,4347,2617.631986973982
12:56,35,155,2472,673,7399,2410.902011443774
12:57,64,95,446,383,4099,3588.2620674900154
12:58,30,181,4529,717,7608,10421.639530371725
12:59,99,210,19533,295,3361,1608.8811862121265
13:00,25,115,1985,589,6766,7819.167960699349
13:01,72,197,11201,827,9030,5046.789930582653
13:02,70,82,1522,725,7377,3322.7947614762797
13:03,100,82,3537,699,7885,9788.95247204024
13:04,68,238,1184,690,7424,3063.1002459903398
13:05,29,179,2402,105,1550,2813.2165177788697
13:06,62,157,8415,41,1308,1241.413438757927
13:07,50,248,4336,276,3061,1808.0402786293523
13:08,65,135,5711,113,1371,4801.713237186407
13:09,62,81,5003,676,7160,7764.346953709608
13:10,90,83,2307,295,3583,2491.943924276204
13:11,20,133,1090,370,4547,3094.9736561679383
13:12,91,89,3104,799,8328,1666.9523523744185
13:13,97,214,3516,308,3142,3131.3861141306343
13:14,79,112,3882,599,6227,7861.863475457913
13:15,40,137,3468,258,3117,4462.599895503211
13:16,26,159,1431,314,3704,3013.9890624309137
13:17,64,189,11936,845,8521,14236.592048399012
13:18,29,200,5365,564,5727,6662.925692955053
13:19,43,129,2833,583,5929,4536.70043209254
13:20,74,171,3191,199,2420,3543.835711182015
13:21,21,92,656,66,1210,1147.1340864311753
13:22,90,174,7875,91,1451,3000.5960925625573
13:23,49,200,867,362,4328,2226.28563690556
13:24,69,105,4630,835,8563,5616.549995274848
13:25,62,129,4646,255,3334,6558.965219006264
13:26,79,191,11398,766,7927,5608.867098377961
13:27,34,235,5212,717,7362,6459.00211722832
13:28,77,139,7736,726,8043,5621.186884860147
13:29,22,89,1770,47,859,663.04745340396
13:30,33,84,2398,829,9008,4589.364406432072
13:31,99,190,14904,221,2693,6639.160774059066
13:32,37,240,5635,555,5595,5219.854061033971
13:33,61,205,6880,848,8499,11872.652622918707
13:34,47,224,6506,445,4651,2924.754363008628
13:35,68,167,10085,651,6789,5078.510006073295
13:36,24,115,1078,498,5492,6283.036634514687
13:37,57,227,7424,880,9456,5750.992811292108
13:38,24,194,226,719,7468,2157.499223239971
13:39,88,155,10209,663,7113,900.045177789711
13:40,38,226,8342,320,3298,4695.999776389027
13:41,29,206,4374,299,3524,4814.870010374153
13:42,58,146,1410,818,8855,8788.838671936555
13:43,44,215,1701,524,5424,5463.335786628571
13:44,48,179,2497,858,9020,7833.115099844428
13:45,78,85,3201,294,2966,2521.7440537441466
13:46,73,182,4995,994,10770,7273.1507545235945
13:47,33,84,201,527,6004,5265.498266773395
13:48,62,136,7052,908,9474,9782.94409719616
13:49,87,218,5662,485,5561,11072.193911850338
13:50,62,227,8326,735,7361,11983.064778592796
13:51,33,206,1997,629,7010,6653.0158243633805
13:52,54,220,6482,761,8557,7698.089296307686
13:53,24,172,2667,200,2588,1859.9282486137276
13:54,61,247,879,115,1913,2567.7609795110884
13:55,86,186,5082,571,6567,2860.939937517508
13:56,38,105,1935,440,4981,6609.786389671799
13:57,61,183,4923,19,751,4272.137791883228
13:58,70,184,1965,581,5928,3156.3166345562613
13:59,53,166,7563,200,2136,6211.7451428005825
14:00,70,103,2584,727,7366,2135.643389095793
14:01,47,225,8924,944,9998,9855.3020926182
14:02,100,90,6446,132,1510,3171.4852959272785
14:03,33,131,3950,635,6717,7010.209890994236
14:04,45,98,2285,450,5000,3896.553910203489
14:05,92,124,9884,182,2064,10119.584488671582
14:06,99,164,5525,12,992,399.9151010916926
14:07,88,121,6626,410,4779,5803.615808026373
14:08,91,129,9300,733,7824,7600.133790894775
14:09,39,187,5260,446,4740,3926.5364363018016
14:10,53,106,3899,299,3930,3799.8656926059857
14:11,40,92,1908,961,10310,6476.043683230028
14:12,72,201,11275,696,7664,16201.985682859027
14:13,63,214,3691,365,4146,1934.5661499357223
14:14,52,185,9619,214,2240,6609.4534489120615
14:15,56,198,10949,329,3830,2054.606948763274
14:16,82,218,6357,569,5761,7243.737072853515
14:17,99,244,4212,512,5617,5797.684147941531
14:18,86,119,5510,357,4559,4304.672762178916
14:19,93,145,5556,162,2362,5888.896263560304
14:20,35,107,3164,43,1304,4007.267542195238
14:21,95,93,6886,909,9695,4306.636691606567
14:22,44,130,2078,521,5823,3962.974442230886
14:23,87,127,3571,755,8009,8236.642837868589
14:24,34,242,5910,133,1930,2050.76736486095
14:25,93,230,9501,218,2441,9047.41853682825
14:26,20,159,2335,80,1528,927.2783470432905
14:27,63,118,4884,709,7606,5979.495939266239
14:28,46,195,2862,209,2094,2009.1855535204804
14:29,81,87,2088,991,10804,4186.866733507141
14:30,32,117,2530,9,710,1958.0826802729866
14:31,57,115,4710,193,2418,5000.860602396142
14:32,41,235,370,408,4777,2269.7328019366532
14:33,82,229,8057,668,6924,7719.460444575957
14:34,61,114,2441,755,8030,8318.495807209882
14:35,53,184,9660,704,7805,11190.573534769734
14:36,42,223,5125,893,9822,7759.003277312388
14:37,71,181,7922,391,4380,1864.8163999386384
14:38,81,194,11689,897,9073,2463.686556857924
14:39,85,144,10076,346,4096,4196.108615496726
14:40,68,224,3795,424,4299,5574.608549981098
14:41,62,139,6179,922,9907,5752.351030719865
14:42,47,216,5430,615,6976,5228.370270771767
14:43,92,95,4720,119,1835,3997.2434301349795
14:44,87,140,11736,648,6792,11526.173370382416
14:45,89,248,10667,660,7234,15437.065502578087
14:46,46,206,1055,517,6100,2067.199474787145
14:47,69,221,1776,556,6283,5394.122324261465
14:48,29,157,3012,37,426,1648.5179402949566
14:49,25,212,4115,630,6852,8094.108516900221
14:50,57,158,8626,263,2887,8721.794598557743
14:51,87,230,13849,718,7359,11406.264033180243
14:52,63,166,3639,155,2528,3699.124443810362
14:53,40,113,3978,723,7621,1096.7985602530885
14:54,59,155,5231,38,1029,4119.687176143169
14:55,25,102,2363,258,3109,3766.7824101923984
14:56,50,170,5392,782,8280,6197.849958879413
14:57,27,246,300,551,6028,3506.6413192046957
14:58,67,228,4125,461,5280,798.121394062373
14:59,81,179,8108,150,2287,2156.4044850343125
15:00,73,229,5955,313,3638,4059.0775940843955
15:01,46,140,2011,269,3220,1612.336667396773
15:02,51,125,382,990,10598,4157.245270430651
15:03,82,160,2165,949,10322,7755.184700207508
15:04,80,130,7855,28,412,6995.360992927033
15:05,71,211,6229,460,5119,9342.513616867947
15:06,79,143,10520,126,1649,9473.581903627473
15:07,34,107,1662,881,9120,6505.9101212222595
15:08,44,226,799,334,4026,3387.9939493128018
15:09,85,138,7699,601,6805,8106.075490277672
15:10,32,95,632,217,2736,2791.1965755604983
15:11,57,233,8538,458,4772,8140.651240240732
15:12,80,216,9509,850,9303,13619.977164930122
15:13,48,248,9877,938,10115,12305.984753966157
15:14,41,166,6286,511,5407,1007.2523244475108
15:15,79,87,2076,112,1746,1275.728024035891
15:16,57,220,8699,364,4302,2979.7152309308763
15:17,21,197,3704,964,9855,9832.247135954283
15:18,37,179,4715,261,3391,2461.4400058910355
15:19,54,190,8518,176,2758,3080.503726948553
15:20,53,236,961,170,2283,1329.7626773525253
15:21,79,180,13721,456,4958,9844.700334745901
15:22,100,210,4723,711,7164,6527.883145151864
15:23,50,135,6564,109,1653,4767.648466867878
15:24,22,190,289,18,868,475.98074583206505
15:25,92,229,6291,840,9084,15273.600808636447
15:26,57,125,1433,634,7260,8466.894880456686
15:27,70,130,550,628,6302,6883.447991767434
15:28,78,176,13595,386,4532,5946.963882448819
15:29,55,221,983,430,4680,5164.170209289203
15:30,89,187,13698,924,10134,12453.435850171802
15:31,21,208,3212,196,2922,3264.110406616
15:32,62,206,10269,712,7205,7751.61034006668
15:33,74,215,6353,798,8884,8105.183491591059
15:34,54,216,10990,357,3910,6005.590408634111
15:35,25,119,2179,571,6575,8605.239962963897
15:36,85,162,10239,720,7306,13553.729623634827
15:37,53,81,1142,611,6391,5875.473752810841
15:38,93,111,2620,797,8895,1593.7275777878149
15:39,28,148,2002,293,3639,4538.305251120746
15:40,20,154,1462,795,8475,8400.324136815952
15:41,51,83,2479,424,4372,2051.2742627577604
15:42,74,209,13885,110,1152,12823.284270961663
15:43,75,157,5328,713,7152,8892.748288367733
15:44,73,173,11590,568,6237,8865.088495117976
15:45,55,151,6095,8,858,2648.2745433759205
15:46,93,243,9047,352,4265,11396.879703446657
15:47,82,184,8908,446,4499,4285.697812311609
15:48,77,122,784,689,7355,3186.178395472336
15:49,98,153,13715,716,7653,15161.887459377687
15:50,38,176,901,829,8364,5052.921449342467
15:51,49,93,2290,731,7317,7071.429293521843
15:52,58,127,388,76,1417,1039.9269155487293
15:53,95,184,12251,205,2597,9694.14065292005
15:54,55,181,2875,60,1040,2637.5113196493185
15:55,30,234,568,182,2604,1501.7626099651038
15:56,96,153,13334,534,6281,10778.21072106071
15:57,49,113,2620,92,1364,1691.0897166464922
15:58,66,130,2641,460,5399,5405.963673613237
15:59,26,170,2848,750,8438,4542.469805752864
16:00,48,229,2077,357,4163,2462.605475415702
16:01,20,96,1772,502,5519,1264.4047630490422
16:02,42,154,2759,71,1094,2541.431926027717
16:03,97,155,3910,228,2582,2237.9361115089373
16:04,58,232,6983,279,3484,4392.397499437419
16:05,50,123,241,349,3682,3622.98005248355
16:06,29,155,3491,613,7074,7333.308697293112
16:07,60,156,9056,570,5827,10803.843448009226
16:08,35,101,1341,231,3201,2502.6046632864704
16:09,48,235,3221,560,5795,6887.265873003824
16:10,90,80,5605,717,7387,4829.431487119544
16:11,90,243,11848,677,7296,4805.608788040444
16:12,42,201,1584,775,7872,5430.452151363608
16:13,32,199,6328,165,2167,7023.932730822993
16:14,30,228,6392,472,5187,6441.103206855419
16:15,78,192,3697,363,4335,2684.742703171516
16:16,75,116,7719,569,6259,1894.770034938298
16:17,75,211,8906,194,2782,3978.005279808325
16:18,29,139,2228,822,9060,5866.977710965775
16:19,72,189,6627,712,7490,13423.052286277536
16:20,67,243,2605,91,1196,429.7093467085532
16:21,90,130,794,559,5673,4948.110181755174
16:22,43,144,1614,854,9174,6961.013465922385
16:23,92,240,9985,631,7291,11899.153803526635
16:24,63,103,3812,297,3124,4798.0758902526395
16:25,33,202,277,51,604,814.7286509710573
16:26,65,146,4832,453,5003,2605.99748771922
16:27,58,119,4401,829,9173,2824.0145143214136
16:28,44,156,3402,875,8778,9812.484147067178
16:29,81,238,1691,609,6248,3169.332600995208
16:30,69,215,7321,76,1208,7819.0837314293285
16:31,85,123,7877,965,10473,8287.150229382543
16:32,34,130,3187,63,1137,1192.9895153508753
16:33,87,248,21011,892,9647,19878.12158516253
16:34,49,100,1587,440,4606,4295.031561600837
16:35,21,242,4279,443,5235,7726.577532579441
16:36,33,173,3218,209,2604,1274.631454237795
16:37,59,223,589,784,8201,8394.404911793325
16:38,87,230,1139,1,530,1015.3264144312525
16:39,80,243,3922,907,9581,2483.1107085455774
16:40,34,238,1868,451,5509,1820.4657355439401
16:41,48,127,5549,498,4984,5206.1572912890115
16:42,62,243,7002,367,4648,4103.258080346378
16:43,30,91,2118,744,8379,4472.7700415296
16:44,27,90,711,75,1097,1380.459300907114
16:45,25,141,1615,727,7978,6443.481483358349
16:46,24,150,243,442,4756,1067.4700298171551
16:47,61,120,3981,678,7702,5701.256921739279
16:48,75,145,2382,949,9537,2943.204444510525
16:49,94,118,8869,554,6085,12197.313824983075
16:50,37,233,7168,270,3670,1291.5902415598828
16:51,41,248,1001,291,3884,3931.534117454087
16:52,99,224,4692,765,8352,9988.240197345865
16:53,61,102,1273,563,5906,1733.35420878255
16:54,95,240,477,324,3691,895.8991971205742
16:55,34,202,3228,115,1571,2553.4837811079688
16:56,92,141,2145,920,10079,6907.444058445282
16:57,40,218,1397,478,5665,1688.7219509223332
16:58,21,195,1343,645,6716,5485.72110601957
16:59,95,179,10182,849,8558,6515.374574964755
17:00,79,106,7162,989,10535,9280.122865846144
17:01,55,94,4256,131,1652,2149.776026576377
17:02,60,157,3770,155,1843,2035.1857518548663
17:03,94,154,9895,97,1099,6813.78188300223
17:04,85,212,2885,104,1458,1997.3912849250014
17:05,70,176,8507,82,1142,8487.824190049108
17:06,22,136,686,123,1435,828.3833057203976
17:07,69,146,3871,546,5631,5924.002027591439
17:08,33,144,1691,688,7681,6729.998910740478
17:09,20,167,1083,558,5865,5367.828518905996
17:10,43,184,1288,875,9448,6778.709433027798
17:11,81,177,5139,718,7983,8247.470738059781
17:12,96,250,803,165,2207,1566.0685408075788
17:13,30,98,988,655,7500,3891.530985803516
17:14,93,152,8394,198,2574,5217.096164103978
17:15,81,239,17307,92,1438,4419.580045541066
17:16,45,181,7094,113,1790,6620.693652174387
17:17,75,129,9379,883,9559,9012.307646924812
17:18,54,179,6898,580,6104,5667.205024870643
17:19,50,244,2036,219,2695,3438.3493700300814
17:20,33,151,3289,510,6023,7316.90916848127
17:21,95,189,16861,983,10296,21192.5780077592
17:22,48,172,7036,570,6430,6518.253081715834
17:23,33,203,4183,705,7934,3887.922798766945
17:24,97,243,6960,345,3670,8513.452550898974
17:25,57,138,2490,955,9667,4329.846458063216
17:26,71,202,4481,577,6292,5478.2716514284675
17:27,40,125,4604,37,535,1061.70097358455
17:28,72,165,6300,97,1640,3161.955306254108
17:29,76,208,7767,610,6633,5160.017757608788
17:30,72,153,8953,146,1550,9065.040902235982
17:31,40,195,3387,274,3044,3420.138896008747
17:32,88,158,11361,898,9412,8573.373065888833
17:33,76,207,2859,760,7874,5953.57944184986
17:34,35,194,4041,23,727,1627.6562662292945
17:35,74,85,568,683,6991,2751.1567387247806
17:36,93,207,450,503,5204,1022.4445430825065
17:37,47,245,4972,436,4763,4824.7269891828755
17:38,80,157,9451,351,4306,6426.477148039543
17:39,41,123,4225,823,8963,10943.154496485571
17:40,60,161,7070,519,5242,2899.946050304714
17:41,83,207,6615,180,2305,4382.361837618528
17:42,56,203,8552,622,6880,13725.331361148583
17:43,59,168,5974,226,2679,920.8097606579305
17:44,40,204,5643,111,1514,1982.6226772815623
17:45,82,119,6244,413,5118,6083.074327585506
17:46,50,88,2759,999,10799,12066.45454186588
17:47,67,99,652,788,8762,1330.7905010453396
17:48,29,147,2331,152,2165,2013.976587344915
17:49,79,180,12540,721,7963,15037.87994473864
17:50,85,219,2533,670,7131,4079.834082279682
17:51,61,171,4464,156,2385,5775.472836230969
17:52,87,241,13017,176,1827,10915.365063467598
17:53,62,161,9551,96,1833,3678.851613297551
17:54,51,118,5772,320,3469,6752.679075861
17:55,57,244,4882,335,3898,4744.578523496774
17:56,59,187,8291,391,4256,5055.6911517013905
17:57,24,148,415,379,4022,1391.9535611480194
17:58,61,114,1031,900,9959,6649.055657437122
17:59,96,224,5644,771,7946,9840.63959843401
18:00,75,239,9288,146,1898,4710.360930430663
18:01,55,216,10485,18,705,8585.790865062496
18:02,99,144,4016,315,3189,3455.3197574067995
18:03,37,150,5513,965,10561,15541.268224775838
18:04,91,223,3011,226,2805,5145.600830305551
18:05,88,227,16032,835,9211,18757.58368309872
18:06,98,173,467,709,7284,3974.1557013789197
18:07,46,95,3188,569,5735,5643.234234319147
18:08,33,95,1471,291,2996,3732.79418456939
18:09,74,170,3233,344,3696,1256.4093752231452
18:10,31,246,4330,948,10333,10906.904029337915
18:11,42,193,5495,876,9040,4078.658887869992
18:12,60,91,4837,761,8288,6669.896189534339
18:13,87,183,7178,426,5155,10821.34509215451
18:14,48,155,6452,285,3205,2505.5937878788855
18:15,38,149,3548,471,5519,5327.478964065024
18:16,75,186,3642,338,3747,3259.082694575784
18:17,74,139,7743,655,7230,10576.609136615654
18:18,81,198,421,651,6601,3366.559572741875
18:19,30,116,783,852,9450,7159.605246940796
18:20,56,210,3899,767,7933,7891.441311650419
18:21,76,107,6784,913,9419,12342.389567037591
18:22,88,166,13429,483,5792,13552.374244557755
18:23,75,107,7671,12,1109,4967.105051400372
18:24,23,103,1649,891,9548,2113.6328760668684
18:25,99,163,14180,404,4624,8591.164005375864
18:26,37,224,2468,448,4834,2455.796586505164
18:27,38,96,610,334,4320,3023.914116727206
18:28,75,117,7909,505,5701,4372.595383545657
18:29,22,245,3786,617,6851,1696.040327002551
18:30,31,226,1821,869,9426,2541.9662064869053
18:31,66,185,11006,847,9353,11686.349468500091
18:32,27,204,4595,252,3055,2114.1161963433533
18:33,66,249,12678,946,10166,15765.267161278025
18:34,93,134,3115,665,6862,5441.023491787893
18:35,32,90,2157,812,9029,2109.663220263576
18:36,89,92,2777,504,5743,4694.01952288254
18:37,78,103,1903,893,9908,4607.297234278833
18:38,76,181,12806,37,900,1257.906266677524
18:39,50,87,837,487,5831,4646.137962085601
18:40,54,126,2099,830,8456,5165.423654958714
18:41,28,237,1912,12,671,2011.4900948079278
18:42,40,223,3686,467,5273,5774.302640452912
18:43,37,135,3886,74,1333,1062.8895002343613
18:44,30,140,2083,858,9574,10218.888965103692
18:45,28,110,2916,66,998,3310.2890402690723
18:46,97,194,2927,999,10062,4818.6634999757525
18:47,74,180,6831,994,10536,15612.436446311756
18:48,86,119,3366,422,4521,5650.00689271911
18:49,72,250,15065,159,2040,15415.141908437312
18:50,98,149,13276,465,4866,10606.622191918053
18:51,25,142,3501,66,720,644.9911904599187
18:52,83,200,6261,161,1926,3481.6430736739676
18:53,49,230,1332,740,8359,3591.2850015183435
18:54,33,96,1006,958,9752,4927.786745615444
18:55,62,151,1313,985,10030,3658.0624757995256
18:56,38,226,981,690,7293,7903.8547167106735
18:57,51,224,9641,527,5587,13302.887116764196
18:58,81,214,8646,169,2089,6564.124146469969
18:59,49,163,1702,656,6931,3664.0158753270503
19:00,85,227,1969,668,7307,8583.320201010636
19:01,84,124,3428,13,714,1247.8588460795784
19:02,65,120,4076,307,3645,4872.839887610642
19:03,20,90,198,497,5918,4499.628287228156
19:04,36,170,4910,398,4785,5336.747522631276
19:05,46,87,3327,757,7660,8108.983170945341
19:06,55,146,1075,854,9176,6611.069037025447
19:07,81,168,8811,722,7397,12834.691729999322
19:08,49,221,7334,18,437,1254.818439385286
19:09,95,133,12390,80,964,1713.7035884020625
19:10,30,171,1034,132,1973,2169.5231085255946
19:11,73,199,3771,242,2786,3324.4054093942364
19:12,76,219,3876,344,3477,4086.272618288448
19:13,97,133,5442,949,9824,13959.343747129402
19:14,42,131,420,629,6516,698.330078334352
19:15,83,197,8179,705,7717,10346.688246704536
19:16,65,129,3140,400,4870,3586.0496132221488
19:17,89,191,14704,10,834,2654.9129801610816
19:18,98,222,5745,213,2549,5050.582902539571
